kode_unit,judul_unit,deskripsi_unit_clean,deskripsi_unit_clean_nlp,deskripsi_unit_enriched,deskripsi_unit_enriched_nlp,level_kkni,doc_sector,doc_title
J.620200.006.01,Memfinalisasikan Arsitektur Bisnis,Memfinalisasikan Arsitektur Bisnis. Enterprise Architecture Design,memfinalisasikan arsitektur bisnis. enterprise architecture design,memfinalisasikan arsitektur bisnis. enterprise architecture design,memfinalisasikan arsitektur bisnis. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.008.01,Menyusun Roadmap dan Komponen Arsitektur Data,Menyusun Roadmap dan Komponen Arsitektur Data. Enterprise Architecture Design,menyusun roadmap dan komponen arsitektur data. enterprise architecture design,menyusun roadmap dan komponen arsitektur data. enterprise architecture design,menyusun roadmap dan komponen arsitektur data. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.007.01,"Menentukan Metode Pemodelan, Sudut Pandang dan Perangkat Bantu untuk Merancang Arsitektur Data","Menentukan Metode Pemodelan, Sudut Pandang dan Perangkat Bantu untuk Merancang Arsitektur Data. Enterprise Architecture Design","menentukan metode pemodelan, sudut pandang dan perangkat bantu untuk merancang arsitektur data. enterprise architecture design","menentukan metode pemodelan, sudut pandang dan perangkat bantu untuk design arsitektur data. enterprise architecture design","menentukan metode pemodelan, sudut pandang dan perangkat bantu untuk design arsitektur data. enterprise architecture design",,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.009.01,Memfinalisasikan Arsitektur Data,Memfinalisasikan Arsitektur Data. Enterprise Architecture Design,memfinalisasikan arsitektur data. enterprise architecture design,memfinalisasikan arsitektur data. enterprise architecture design,memfinalisasikan arsitektur data. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.010.01,"Menentukan Metode Pemodelan, Sudut Pandang dan Perangkat Bantu untuk Merancang Arsitektur Aplikasi","Menentukan Metode Pemodelan, Sudut Pandang dan Perangkat Bantu untuk Merancang Arsitektur Aplikasi. Enterprise Architecture Design","menentukan metode pemodelan, sudut pandang dan perangkat bantu untuk merancang arsitektur aplikasi. enterprise architecture design","menentukan metode pemodelan, sudut pandang dan perangkat bantu untuk design arsitektur aplikasi. enterprise architecture design","menentukan metode pemodelan, sudut pandang dan perangkat bantu untuk design arsitektur aplikasi. enterprise architecture design",,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.011.01,Menyusun Roadmap dan Komponen Arsitektur Aplikasi,Menyusun Roadmap dan Komponen Arsitektur Aplikasi. Enterprise Architecture Design,menyusun roadmap dan komponen arsitektur aplikasi. enterprise architecture design,menyusun roadmap dan komponen arsitektur aplikasi. enterprise architecture design,menyusun roadmap dan komponen arsitektur aplikasi. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.012.01,Memfinalisasikan Arsitektur Aplikasi,Memfinalisasikan Arsitektur Aplikasi. Enterprise Architecture Design,memfinalisasikan arsitektur aplikasi. enterprise architecture design,memfinalisasikan arsitektur aplikasi. enterprise architecture design,memfinalisasikan arsitektur aplikasi. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.013.01,Menentukan Metode Pemodelan Arsitektur Teknologi dan Technology Building Block yang Diperlukan,Menentukan Metode Pemodelan Arsitektur Teknologi dan Technology Building Block yang Diperlukan. Enterprise Architecture Design,menentukan metode pemodelan arsitektur teknologi dan technology building block yang diperlukan. enterprise architecture design,menentukan metode pemodelan arsitektur teknologi dan technology building block yang diperlukan. enterprise architecture design,menentukan metode pemodelan arsitektur teknologi dan technology building block yang diperlukan. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.014.01,Menyusun Roadmap dan Komponen Arsitektur Teknologi,Menyusun Roadmap dan Komponen Arsitektur Teknologi. Enterprise Architecture Design,menyusun roadmap dan komponen arsitektur teknologi. enterprise architecture design,menyusun roadmap dan komponen arsitektur teknologi. enterprise architecture design,menyusun roadmap dan komponen arsitektur teknologi. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.015.01,Memfinalisasikan Arsitektur Teknologi,Memfinalisasikan Arsitektur Teknologi. Enterprise Architecture Design,memfinalisasikan arsitektur teknologi. enterprise architecture design,memfinalisasikan arsitektur teknologi. enterprise architecture design,memfinalisasikan arsitektur teknologi. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.62090.001.01,Menerapkan Prinsip Perlindungan Informasi,Menerapkan Prinsip Perlindungan Informasi. Keamanan Informasi,menerapkan prinsip perlindungan informasi. keamanan informasi,apply implement prinsip perlindungan informasi. information security,apply implement prinsip perlindungan informasi. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.002.01,Menyelaraskan Penerapan Prinsip Perlindungan Informasi dengan Misi dan Tujuan Organisasi,Menyelaraskan Penerapan Prinsip Perlindungan Informasi dengan Misi dan Tujuan Organisasi. Keamanan Informasi,menyelaraskan penerapan prinsip perlindungan informasi dengan misi dan tujuan organisasi. keamanan informasi,menyelaraskan penerapan prinsip perlindungan informasi dengan misi dan tujuan organisasi. information security,menyelaraskan penerapan prinsip perlindungan informasi dengan misi dan tujuan organisasi. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.003.01,Menerapkan Prinsip Keamanan Informasi untuk Penggunaan Jaringan Internet,Menerapkan Prinsip Keamanan Informasi untuk Penggunaan Jaringan Internet. Keamanan Informasi,menerapkan prinsip keamanan informasi untuk penggunaan jaringan internet. keamanan informasi,apply implement prinsip information security untuk penggunaan network internet. information security,apply implement prinsip information security untuk penggunaan network internet. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.004.01,Menerapkan Prinsip Keamanan Informasi pada Transaksi Elektronik,Menerapkan Prinsip Keamanan Informasi pada Transaksi Elektronik. Keamanan Informasi,menerapkan prinsip keamanan informasi pada transaksi elektronik. keamanan informasi,apply implement prinsip information security pada transaksi elektronik. information security,apply implement prinsip information security pada transaksi elektronik. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.005.01,Menyusun Dokumen Kebijakan Keamanan Informasi,Menyusun Dokumen Kebijakan Keamanan Informasi. Keamanan Informasi,menyusun dokumen kebijakan keamanan informasi. keamanan informasi,menyusun dokumen kebijakan information security. information security,menyusun dokumen kebijakan information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.006.01,Melaksanakan Kebijakan Keamanan Informasi,Melaksanakan Kebijakan Keamanan Informasi. Keamanan Informasi,melaksanakan kebijakan keamanan informasi. keamanan informasi,execute kebijakan information security. information security,execute kebijakan information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.007.01,"Mengelola Siklus Informasi (Klasifikasi, Kategorisasi, Penanggung-Jawab)","Mengelola Siklus Informasi (Klasifikasi, Kategorisasi, Penanggung-Jawab). Keamanan Informasi","mengelola siklus informasi (klasifikasi, kategorisasi, penanggung-jawab). keamanan informasi","manage siklus informasi (klasifikasi, kategorisasi, penanggung-jawab). information security","manage siklus informasi (klasifikasi, kategorisasi, penanggung-jawab). information security",,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.008.01,Melaksanakan Ketentuan Hukum yang Berlaku tentang Keamanan Informasi,Melaksanakan Ketentuan Hukum yang Berlaku tentang Keamanan Informasi. Keamanan Informasi,melaksanakan ketentuan hukum yang berlaku tentang keamanan informasi. keamanan informasi,execute ketentuan hukum yang berlaku tentang information security. information security,execute ketentuan hukum yang berlaku tentang information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.009.01,Mengelola Prosedur Keamanan Informasi,Mengelola Prosedur Keamanan Informasi. Keamanan Informasi,mengelola prosedur keamanan informasi. keamanan informasi,manage prosedur information security. information security,manage prosedur information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.010.01,Mengimplementasikan Prosedur Keamanan Informasi Dalam Kegiatan Pengadaan,Mengimplementasikan Prosedur Keamanan Informasi Dalam Kegiatan Pengadaan. Keamanan Informasi,mengimplementasikan prosedur keamanan informasi dalam kegiatan pengadaan. keamanan informasi,implement prosedur information security dalam kegiatan pengadaan. information security,implement prosedur information security dalam kegiatan pengadaan. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.011.01,Menerapkan Standar?Standar Keamanan Informasi yang Berlaku,Menerapkan Standar?Standar Keamanan Informasi yang Berlaku. Keamanan Informasi,menerapkan standar?standar keamanan informasi yang berlaku. keamanan informasi,apply implement standar?standar information security yang berlaku. information security,apply implement standar?standar information security yang berlaku. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.012.01,Mengaplikasikan Ketentuan/Persyaratan Keamanan Informasi,Mengaplikasikan Ketentuan/Persyaratan Keamanan Informasi. Keamanan Informasi,mengaplikasikan ketentuan/persyaratan keamanan informasi. keamanan informasi,mengaplikasikan ketentuan/persyaratan information security. information security,mengaplikasikan ketentuan/persyaratan information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.013.01,Mengelola Proses Sertifikasi dan Akreditasi untuk Keamanan Informasi,Mengelola Proses Sertifikasi dan Akreditasi untuk Keamanan Informasi. Keamanan Informasi,mengelola proses sertifikasi dan akreditasi untuk keamanan informasi. keamanan informasi,manage proses sertifikasi dan akreditasi untuk information security. information security,manage proses sertifikasi dan akreditasi untuk information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.014.01,Melaksanakan Alokasi Pemisahan Tugas?Tugas,Melaksanakan Alokasi Pemisahan Tugas?Tugas. Keamanan Informasi,melaksanakan alokasi pemisahan tugas?tugas. keamanan informasi,execute alokasi pemisahan tugas?tugas. information security,execute alokasi pemisahan tugas?tugas. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.015.01,Melaksanakan Koordinasi dan Pengarahan Pelaksanaan Tugas?Tugas Keamanan Informasi,Melaksanakan Koordinasi dan Pengarahan Pelaksanaan Tugas?Tugas Keamanan Informasi. Keamanan Informasi,melaksanakan koordinasi dan pengarahan pelaksanaan tugas?tugas keamanan informasi. keamanan informasi,execute koordinasi dan pengarahan pelaksanaan tugas?tugas information security. information security,execute koordinasi dan pengarahan pelaksanaan tugas?tugas information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.016.01,Mengelola Sdm yang Terkait dengan Tugas?Tugas Keamanan Informasi,Mengelola Sdm yang Terkait dengan Tugas?Tugas Keamanan Informasi. Keamanan Informasi,mengelola sdm yang terkait dengan tugas?tugas keamanan informasi. keamanan informasi,manage sdm yang terkait dengan tugas?tugas information security. information security,manage sdm yang terkait dengan tugas?tugas information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.017.01,Mengelola Program Peningkatan Kepedulian dan Pelatihan Terkait dengan Keamanan Informasi,Mengelola Program Peningkatan Kepedulian dan Pelatihan Terkait dengan Keamanan Informasi. Keamanan Informasi,mengelola program peningkatan kepedulian dan pelatihan terkait dengan keamanan informasi. keamanan informasi,manage program peningkatan kepedulian dan pelatihan terkait dengan information security. information security,manage program peningkatan kepedulian dan pelatihan terkait dengan information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.018.01,Mengelola Risiko Keamanan Informasi,Mengelola Risiko Keamanan Informasi. Keamanan Informasi,mengelola risiko keamanan informasi. keamanan informasi,manage risiko information security. information security,manage risiko information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.019.01,Melakukan Kajian Keamanan Informasi,Melakukan Kajian Keamanan Informasi. Keamanan Informasi,melakukan kajian keamanan informasi. keamanan informasi,melakukan kajian information security. information security,melakukan kajian information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.020.01,Mengelola Log,Mengelola Log. Keamanan Informasi,mengelola log. keamanan informasi,manage log. information security,manage log. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.021.01,Mengelola Audit Keamanan Informasi,Mengelola Audit Keamanan Informasi. Keamanan Informasi,mengelola audit keamanan informasi. keamanan informasi,manage audit information security. information security,manage audit information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.022.01,Melakukan Evaluasi Kinerja Keamanan Informasi,Melakukan Evaluasi Kinerja Keamanan Informasi. Keamanan Informasi,melakukan evaluasi kinerja keamanan informasi. keamanan informasi,melakukan evaluasi kinerja information security. information security,melakukan evaluasi kinerja information security. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.023.01,Mengelola Keamanan Fisik,Mengelola Keamanan Fisik. Keamanan Informasi,mengelola keamanan fisik. keamanan informasi,manage keamanan fisik. information security,manage keamanan fisik. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
J.62090.024.01,Melaksanakan Pencatatan Asset,Melaksanakan Pencatatan Asset. Keamanan Informasi,melaksanakan pencatatan asset. keamanan informasi,execute pencatatan asset. information security,execute pencatatan asset. information security,,Keamanan Informasi,SKKNI Keamanan Informasi
